requirement,requirement_detail,product_id
Urinal ME WonderGliss weiss Duravit," Urinal ME WonderGliss weiss Duravit aus Sanitärkeramik, 300x350x580mm mit patentierter Duravit Rimless® Spültechnologie,  Zulauf von hinten, absaugend Für Siphon Abgang waagrecht (verdeckt) Ø 50mm, Befestigung inklusive.  Weiß. Ohne Fliege Best.Nr. 28093000001  Inkl. Absaugsiphon Abgang waagrecht und Zulaufgarnitur  ",28093000001
 Beh. Tiefsp#l-WC D-Code," Tiefsp#l-WC Behinderte - Ausladung 700 mm, - Sitz ohne Deckel - Befestigungsmaterial und Abdeckkappen - Schalld#mmband und Silikonfuge - Wassermenge 6 l - wei#  Fabrikat: Duravit Typ: D-Code",2228090000
 Urinaldeckel derby abnehmbar, Urinaldeckel derby abnehmbar Edelstahlscharn. Absenkautom. weiss VIG. DEUDAS ,0024090000
"Tiefspül-WC, randlos"," Tiefspül-WC, wandhängendes Tiefspülk-WC, spülrandlos aus Sanitärkeramik weiß mit Oberflächenvergütung wondergliss Maße: 360 x 540 mm Oval Spülwasserbedarf 6/ 4,5 l Abgang waagerecht Farbe weiß wondergliss Bemustertes Fabrikat: Duravit Starck 3 Angebotenes Fabrikat @60 Textergänzungen des Bieters '....................................................' Komplett liefern und montieren",25270900001
Bodenbündige Duschwanne," Bodenb ü ndige Duschwanne quadratisch aus 4 mm Sanit ä racryl gezogen und durchgef ä rbt, Duschwannenh ö he 35 mm, Ablauf mittig, Abgang waagerecht oder senkrecht einschl. Einbauset, Einbaurahmen und Fussgestell sowie Wannentr ä ger. Fabrikat/Typ Duravit / Duraplan",791101000000000
" Tiefspül-WC, 6l, wandhängend für Behinderten WC"," Tiefspül-WC, wandhängend, DIN 1385-6, DIN EN 38, aus Sanitärporzellan, mit 70 cm Ausladung entsprechend den DIN 18040, besonders für die Benutzung durch Rollstuhlfahrer geeignet. Breite: 355 mm Tiefe: 70 cm Abgang: waagerecht Lieferung inkl. verlängertes Spülrohr liefern und betriebsfertig montieren. Incl. der Herstellung aller Bohrungen und Hinzulieferung des nötigen Befestigungsmaterials.  geplantes Fabrikat:    Geberit geplanter Typ:    Vitalis, 201500  oder gleichwertiger Art  Gewähltes Fabrikat:  '' (vom Bieter einzutragen)   Gewählter Typ:  '' (vom Bieter einzutragen)  liefern und betriebsfertig montieren.",2228090000
 Tiefspülklosett 6 Liter Fabrikat: Duravit Typ: D-Code, ,2535090000
Waschtisch unterfahrbar 60 x 55 cm," Waschtisch Vital Design by sieger design, mit Überlauf aus Sanitärkeramik. Barrierefrei gemäß DIN 18040-1 und DIN 18040-2. Großes re chteckiges Becken mit runden Ecken, Hahnlochbank mit Hahnloch für Einlocharmatur, optional ohne Hahnloch. Einbauhöhe 800mm. Abmessun gen(BxTxH)600x555x155/130mm. Weiß. Mit Einlocharmatur Best.Nr. 2313600000.   einschl. Bemusterung vor Bestellung einschl. Lieferung von Zahnband o. Dämmunterlage einschl. Befestigungsmaterial für Trockenbauwand einschl. Abdichtung mit Sanitärsilikon  Fabrikat/Typ: Duravit/D-Code, Vital  liefern und montieren   oder gleichwertig",2313600000
" Handwaschbecken, 500x400mm"," Handwaschbecken mit Hahnloch, mit rundem Überlauf Abmessungen außen: Breite : 500 mm Tiefe : 400 mm Höhe : 173 mm EN 14688 - CL25, EN 31 Farbe : weiß(alpin) Form : eckig Material : Sanitärporzellan  mit Siebablaufventil 1 1/4 Zoll",0705450000
Kunststoff-Toilettensitz mit Edelstahlwelle," WC-Sitzring, Kunststoff, weiß mit durchgehender Edelstahlscharnierwelle mit Befestigung für vorstehend beschriebenes WC, 700 mm lang",0060710000
Wandhängendes Tiefspülklosett - Serie 3," Tiefspüler mit verdeckter Befestigung, aus Sanitärkeramik, EWL Klasse 1, Farbe weiß. Aus Hygienegründen mit geschlossenem Spülrand und keramischem Spülwasserverteiler. Rechteckige Beckenform mit vorn abgerundeten Ecken. Bodenfreiheit 65/105mm. Außen glatte geschlossene Form. Einschließlich Durafix- Befestigung. Spülwasserbedarf: 4,5 Liter B / T / H:  365 x 540 x 335 mm liefern und montieren Fabrikat:    Duravit oder gleichwertig Modell:     Happy D.2 angebotenes Fabrikat/Typ:............................",2221090000
Waschtisch WC-H/WC-D 60x48 cm," Rechteckiger Waschtisch nach DIN 14688, DIN-EN 32 aus Sanitärporzellan Hahnloch Mitte offen; mit rundem Überlauf Größe:  Breite:ca. 600 mm, Höhe umlaufender Rand: ca. 100 mm Gesamthöhe ca. 135 mm Breite Innenbecken: ca. 530 mm Ausladung Innenbecken: ca. 330 mm Abstand Mitte Ablauf zur Wand: ca. 210 mm Tiefe Hahnlochbank: ca. 120 mm Abstand Mitte Hahnloch zur Wand: ca. 65 mm Gewicht: ca. 17 kg Mit leicht nach vorne geneigter Armaturenbank. Aufkantung an der wandbündigen Seite: ca. 16 mm Befestigung: Stockschrauben M 10 x 120 Farbe: weiß (alpin) Fabrikat der Planung: Vigour Typ: CLE60 @60 Textergänzungen des Bieters gewählter Hersteller/Typ: ........................................................................ vom Bieter einzutragen",2350600000
"Waschtisch 550 mm mit ÜL, mit HLB, 1 HL, weiss",  Abmessungen(BxTxH)550x430x175mm. Farbe:  Weiß. Best.Nr. 2310550000. Fabrikat:  Duravit Typ:   D-Code Artikel-Nr.:  2310550000 oder gleichwertig @11 Textergänzungen des Bieters angebotenes Fabrikat/Typ: '..........' (vom Bieter auszufüllen)  liefern und montieren,2310550000
Duravit Behinderten-Waschtisch 600 x 545 mm," Duravit Behinderten-Waschtisch 600 x 545 mm aus Sanitärporzellan, ohne Überlauf, mit Hahnloch in der Mitte, weiß, einschließlich Befestigungsmaterial Fabrikat:  Duravit Typ:  Vital Design",0309600000
 Waschtischanlage bestehend aus:," Waschtischanlage bestehend aus:  1 Waschtisch Duravit Vero 1000 x 470 mm 1 Einhand-Waschtischbatterie Grohe Concetto 1/2""   Ausladung 101 mm, mit Temperaturbegrenzer   mit Zugknopf-Ab- und Überlaufgarnitur 2 Eckventil 1/2"" 1 Röhrengeruchverschluß verchromt 1 1/4""  liefern und montieren",0454100000
" Aufsatzbecken aus Sanitärkeramik, Breite 500 mm, rechteckig"," Aufsatzbecken 500 mm aus Sanitärkeramik, geschliffen, mit Überlauf mit Hahnlochbank, ohne Hahnloch, Rückwand glasiert, incl. Befestigung, rechteckiger Waschtisch mit Ablageflächen auf der Hahnlochbank (130mm). Hintere  Kante des Innenbeckens leicht gesenkt,  gestraffte Flächen, kleine exakte Radien und schmale Ränder, B/T Innenbecken 450x315mm, Abmessungen außen (B/T/H) 500x470x165mm. Weiß, ohne Hahnloch, mit Raumsparsiphon in Verbindung mit Waschtischunterbau Hersteller/Typ Duravit/Vero Air mit Raumsparsiphon ",2352500000
 Tiefspül-WC Sanitärporzellan glasiert eckig hängend Ausladung 540mm," Tiefspül-WC DIN EN 997, aus Sanitärporzellan, glasiert, Farbton weiß, rechteckige Beckenform mit vorn abgerundeten Ecken, spülrandfrei, wandhängend, Spülmenge 4,5l, Abmessungen(BxTxH) ca. 365x540x335mm, mit WC-Sitz, mit Deckel, mit Edelstahl Scharnieren, Befestigung an Installationselement, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Fugenbreite 5 mm,  Hersteller und Typ DURAVIT Happy D.2 Wand-WC Rimless oder gleichwertig, Hersteller und Typ '....................................................' vom Bieter einzutragen. ",2222090000
Grundkörper Einhebel-Waschtischmischer Unterputz, Grundk ö rper Einhebel-Waschtischmischer Unterputz Anschlussgr öß e 1/2 Zoll passend zu vorab beschriebenen Einhebelmischer,GK1900002000
 wandhängendes Tiefspül-WC 700 mm tief," wandhängende Tiefspüler barrierefrei, für barrierefreie WC-Anlagen, Farbe weiß, Tiefe 700 mm, Breite: 360 mm, einschl. WC-Sitzring mit durchgehender Edelstahl Scharn ierwelle und Schallschutzset, liefern und montieren  Fabrikat der Planung: Duravit Typ: Stark 3 Vital  oder gleichwertiger Art [TB11Fab: '...' ] [TB12Typ: '...' ]",2203090000
"Handwaschbecken 450/310 mm mm ""Duraplus"""," Handwaschbecken 450/310 mm ""Duraplus"" bestehend aus: Waschtisch aus Keramik, Farbe weiss, Steilrand, Überlauf und 1-Hahn-Loch durchgestochen, Größe 450/310 mm, liefern und montieren. Fabrikat:  Duravit Typ:  Duraplus",0705450000
DU Wand-Bidet D-Code 545 mm," DU Wand-Bidet D-Code 545 mm mit ÜL, mit HLB, 1 HL, weiß Duravit Wand-Bidet D-Code aus Sanitärkeramik, 355x545x335mm mit Überlauf, mit Hahnlochbank Bestellnummer: 2257150000 Farbe: 00 Weiß Ausführung: 1 Hahnloch",2257150000
 WC Sitz für Wand WC," WC Sitz passend zu vorher genanntem Wand WC mit Absenkautomatik und abnehmbar Farbe: weiß matt/weiß Bestellnummer: 0020192600  Hersteller: Duravit Typ: WC Sitz, Me by Starck",0020192600
Wannenträger DURAVIT  D-Code 1700 x 700," Wannenträger Duravit D-Code mit 2 gerade n Seiten aus FCKW-freiem, geschäumten Polystyrol schall- und wärmedämmend inkl. Wandabstandsleisten und Kunststoffbefestigungsstiften Länge: 1670 mm Breite: 670 mm Höhe: 570 mm Fabrikat: SCHEDEL MULTISTAR Modell: Duravit D-Code oder gleichwertig Hersteller/Typ: '..................................................' vom Bieter einzutragen liefern und fachgerecht montier",790472000000000
"Wand-WC Duravit Starck 3, mit Spülrand, ohne Wondergliss,"," Wand-WC Duravit Starck 3, mit Spülrand, ohne Wondergliss Wand-WC Duravit Starck 3, mit Spülrand, ohne Wondergliss , inkl. WC Sitz Artikelnummer 252809 WC Anlage Artikelnummer 002009 WC Sitz Tiefspül- Wand WC-Set, Farbe weiß  bestehd aus: -Tiefspül Wand-WC aus Sanitärkeramik - ohne Wonderglis Beschichtung - mit Spülrand - WC-Sitz mit Deckel -mit Absenkautomatik + abnehmbar  inkl. Befestigungsmaterial liefern und montieren",0020010000
 D-CODE Compact Wandbidet|weiß 03865WE, _,2237150000
Duschwanne Starck Slimline 1600x900x 60mm," Duravit Duschwanne Starck Slimline aus 4 mm Sanitäracryl, 1600x900x60mm Rechteck Bestellnummer: 720131000000001 Farbe: 00 Weiss Oberfläche: Antislip EAN: 4021534893025 Einschließlich: Montagesysteme nach Vorgabe des Herstellers, Duschwannen-Antidröhn-Set, Duschwannen-Schalldämmset, Wannen-Anschluss-Schalldämmband WAS 70, DICHTSET FLEX. Ablaufventil verchromt mit Siphon 1 1/4"" ",791369000000000
" Schulbecken, Sanitärporzellan"," Schulbecken, aus Sanitärporzellan, mit einem Loch für Armatur, mit rundem Innnenbecken, mit Seifen- und Schwammablage, Farbton weiß, zur Befestigung mit Konsolen, mit folgendem Zubehör: Ab- und Überlaufgarnitur DIN 3299, mit Prüfzeichen, mit Anschlußbogen, sichtbare Teile verchromt. Mit Geruchverschluß DIN 19 541, mit Prüfzeichen. Mit Siebplatte. Eckventil, DN 15, Geräuschverhalten DIN 4109 Gruppe I, als Absperr- und Anschlußventil, Mit Schubrosette.  Fabrikat:       Duravit Typ:    Scola  oder gleichwertig  Angebot. Fabrikat:.............  Typ:...............",0684600000
Duravit Quadroval Ab- und Überlaufgarnitur," Duravit Ab- und Überlaufgarnitur mit Zulauf Universal aus Kunststoff, Messing, Abgang waagerecht, Sperrwasserhöhe 50 mm, Abflussrohr drehbar, Inkl. Befestigungsmaterial, Inkl. Montageanleitung Bestellnummer: 791249000001000 liefern und einbauen",791249000001000
" Klosettsitz mit Deckel, weiß"," Klosettsitz mit Deckel, weiß Scharniere aus Edelstahl für vorgenanntes Tiefspülklosett.",0062410000
"Bidet, wandhängend"," Bidet, wandhängend Wand-Bidet aus Sanitärkeramik, weiß, 355x545x335mm, mit Überlauf, mit Hahnlochbank Fabrikat: Duravit D-Code 2257150000",2257150000
Waschtischanlage  600 x 460 mm," aus Sanitärporzellan, weiss, Größe 600 x 460 mm, mit Überlauf, mit Hahnloch, Hahnlochbank, mit Waschtisch-Schallschutzset und Waschtisch-Befestigungs- satz zur Befestigung an TB-Vorwandelement, einschl.allem Zubehör-, Befestigungs- und Kleinmaterial einschl. Abdichtung mit Sanitärsilikon Bestellung erst nach Bemusterung mit Bauherrn! Fabrikat/Typ der Planung: Duravit D-Code @11 Textergänzungen des Bieters angebotenes Fabrikat/Typ: '.........'   (vom Bieter auszufüllen)",2310600000
"WC-Sitz mit Deckel, Farbe weiß"," WC-Sitz Edelstahlscharnier, aus Duroplast, mit Deckel, Scharnier aus Edelstahl Farbe:                              weiß Fabrikat:                          ............................................................... Modell:                             ............................................................... Artikel-Nr.:                        ...............................................................",0063610000
 Badewanne 1700 x 750 mm," Einbauversion, mit einer Rückenschräge, Ablauf im Fußbereich aus 4 mm Sanitäracryl gezogen und durchgefärbt. Innentiefe 400mm. Wannenrandbreite 65mm, an Fußseite 100mm. Wannenrandhöhe 35mm. Abmessungen: Wannenboden 1200x430mm, innen am Wannenrand 1535x620mm. Außen (LxBxH) 1700x750x420mm Nutzinhalt 120 Liter Farbe weiß  Fabrikat / Typ:    DURAVIT / D-Code  Einschl. folgendm Zubehör für Badewanne: - Ab-und Überlaufgarnitur, - Fußgestell, - Schallschutzset",700100000000000
Handwaschbecken rechteckig ca. 450x340 mm," Waschtisch, aus Sanitärporzellan ' '",0705450000
 Wand-Tiefspül-WC," Tiefspülklosett  Fabrikat:   DURAVIT  Typ:    Starck 3  Duravit Starck 3 Wand-WC Disign by Philippe Starck,Tiefspüler aus Sanitärkeramik wandhängend für 6 und 4,5 Liter Spülwasser nach EN 997, EWL Klasse 1. Mit Prüfzeugnis der LGA Würzburg.Rechteckige Beckenform vorne übergehend in einen Halbkreis. Wandanschluss mit Aufkantung. Aus Hygienegründen mit geschlossenem Spülrand und keramischemSpülwasserverteiler. Bodenfreiheit 80mm bei einer Einbauhöhe 400 mm Abmessungen 360x540x320 mm Farbe Weis  Zubehör: WC-Sitz Scharniere Edelstahl, und Deckel mit Absenkautomatik Befestigung für Wand WC Schallschutz-Set für Wand WC",2527090000
Elektronik-Urinal," Elektronik-Urinal mit Spülrand für Netzanschluss aus Sanitärkeramik mit Zulauf von hinten, absaugend, optional mit Zielpunkt Fliege. Für Siphon Abgang waagerecht. inkl. Komplette Steuerung sowie Befestigung inklusive. Weiß. Ohne Fliege Netzanschluss inkl. Befestigungssystem Material : Sanitärporzellan Gewicht : 17,6 kg Befestigung: Inklusive Befestigungssatz mit Abdeckkappen (weiß) Abmessungen: Breite : 345 mm Tiefe : 315 mm Höhe : 635 mm Zulauf : von hinten Abgang : nach hinten inkl. Absaugesiphon  Hersteller: Duravit Typ: Urinal Utronic oder gleichwertiges Produkt gew. Hersteller:  gew. Typ:",0830370097
Ausgussbecken 480x425mm Starck 3, - Putzraum -  ohne Überlauf aus Sanitärkeramik. Rechteckige Beckenform mit 35mm breitem Rand und 100mm hochgezogener Rückwand als Spritzschutz. Optionale Montage eines Klapprost möglich. Abmessungen(BxTxH)480x425x300mm Innenbecken(BxT)410x350mm. Farbe: weiß  Fabrikat:Duravit Typ: Starck 3 Art.-Nr.: 0313480000  einschließlich Klapprost Art.-Nr.: 005001 liefern und betriebsfertig montieren.,0050011000
" Ausgussbecken, aus Sanitärkeramik wandhängend,"," Ausgussbecken, aus Sanitärkeramik wandhängend, mit Rückwand, mit Klapprost aus nichtrostendem Stahl, 480x425x300mm ohne Überlauf, ohne Hahnlochbank",0050011000
"Wand-Tiefspül-WC Compact, 350x480 mm",,2211090000
Badewanne Duravit D-Neo," Badewanne D-Neo - Einbauversion, - Rechteckform, - mit zwei R ü ckenschr ä gen, - aus Sanit ä racryl gezogen und durchgef ä rbt, - Innenform oval, - Innentiefe 465mm, - Wannenrandh ö he 30mm, - Ab- und Ü berlauf mittig, - Ablaufdurchmesser 52mm,  Abmessung Au ß en: Breite: 800 mm L ä nge: 1800 mm H ö he: 485 mm  Fabrikat: DURAVIT Typ: D-Neo Bestellnummer: 700476000000000  einschlie ß lich: - St ü tzenf üß e, passend f ü r oben beschriebene Badewanne, - Wannenrandanker, Wannenprofilen - Sanit ä rsilikon, Farbe nach Wahl des Bauherren.  Nach Montage ist die Wanne in Abstimmung mit der Bauleitung zu bef ü llen und dann bis zur Endabnahme so zu sch ü tzen, dass nachfolgende Gewerke ihre Arbeiten ausf ü hren k ö nnen.(Schutzfolien, Schutzvlies). Abstimmung mit Bauleitung und Nachfolgegewerken.  komplett liefern und montieren",790125000000000
"Waschtisch 60x49cm aus Sanitärporzell., wandhängend,"," Waschtisch 60x49cm aus Sanitärporzell., wandhängend, für Montage von Einloch-Mischbatterie zur Montage an Trockenbaugestell. Bauhöhe  Waschtisch 20cm. Mit Befestigungsmaterial und der stabilen Anbringung an der Wand.     Farbe: weiss  Fabrikat/Typ: Keramag/ Renova Nr.1 o. gleichwertig  Fabrikat/Typ: ....................................",2310600000
" Tiefspül-WC, wandhängend, ohne Spülrand"," DURAVIT D-Code Wand-WC Duravit Rimless#, Design by sieger design, Tiefspüler wandhängend. Wand-WC mit patentierter Duravit Rimless# Spültechnologie aus Sanitärkeramik für 4,5 Liter Spülwasser, EWL Klasse 1. Spülrandloses WC, außen glatte geschlossene Beckenform. Bodenfreiheit 60/45mm bei Einbauhöhe 400mm.  spülrandlos, wandhängend, Ausladung: 545mm Breite: 355 mm Farbe: weiß Material: Sanitärporzellan  Hersteller/Typ:  DURAVIT / D-Code oder gleichwertig gew. Hersteller/Typ: __________________",2570090000
"Tiefspül-WC ohne Spülrand, geschlossen, rechteckig - wandhängend"," Tiefspülklosett, gemäß DIN EN 997 und DIN EN 33 aus Sanitärporzellan mit verdeckter Befestigung, integrierter Spültechnologie und Oberflächenbeschichtung aus dauerhaft kratzfester Glasur. WC-Körper geschlossen in Rechteckform nach unten konisch verlaufend mit abgerundeten Ecken und feinen Radien, ohne glasierten Spülrand. Hersteller/Typ:  Duravit / Happy D.2 oder gleichwertiger Hersteller/Typ Ausführung:  wandhängend Breite in mm: 365 Höhe in mm: 345 Ausladung in mm: 620 Farbton:   weiß alpin Oberflächenbehandlung: ohne Spülwasserbedarf in ltr.:  ab 4,50 EWL-Klasse: 1 Abgang waagrecht. Einschließlich Befestigungssatz zur verdeckten Montage an Tragelement und einem Schall- schutzset. Wandanschluss mit dauerelastischem, pilzhem- menden Silikon.",2550090000
 Tiefspül-WC Sanitärporzellan glasiert hängend," Tiefspül-WC, aus Sanitärporzellan, glasiert, Farbton weiß, mit offenem, glasierten Spülrand, wandhängend, Spülmenge 4,5 l, Ausladung über 500 bis 600 mm, Abgang waagerecht, Befestigung mit Schrauben, verdeckt, mit Schallschutz DIN 4109, Hersteller/Typ ' Duravit / Starck 3' oder gleichwertig, Hersteller/Typ ' ....................................................' vom Bieter einzutragen.",2225090000
" Waschtisch mit ÜL, mit 1 HL 450x350 mm"," Duravit Handwaschbecken Vero aus Sanitärkeramik, 450x350x160mm mit Überlauf, mit Hahnlochbank Farbe: 00 Weiss, Ausführung: 1 Hahnloch  Fabrikat : Duravit Modell : Vero liefern und montieren ",0704450000
Waschtisch 600/470," Rechteckiger Waschtisch aus Sanitärporzellan mit Armaturenbank, mit Überlauf, mit Hahnloch, ungeschliffen Größe 600/470/165 mm Farbe weiss  einschl. Befestigungsmaterial  Leitfabrikat: Hersteller:  Duravit Typ:  Vero  oder gleichwertiger Art  angebotenes Fabrikat: @11 Textergänzungen des Bieters Hersteller: '..........' @12 Textergänzungen des Bieters Typ: '..........' ",0454600000
Ausgussbecken Keramik mit Ausgußklapprost," Ausgußbecken aus Sanitärkermaik, für Wandmontage Publica Ausgussbecken f. Klapprost, 45x36x33,5cm, ohne Überlauf, weiß Geberit Publica Ausgussbecken für Klapprost Verwendungszwecke - Für Industrie und Handel - Zum Ausschütten von Abwasser Technische Eigenschaften - Werkstoff: Sanitärkeramik - Farbe: weiß - Breite: 45 cm - Höhe: 35 cm - Tiefe: 33,5 cm - Überlauf: ohne - Nettogewicht: 19,000 kg zusätzlicher Lieferumfang - Ausgussbecken Zusätzlich zu bestellen - Klapprost aus Edelstahl, mit Puffern Fabrikat: Geberit Typ: Publica Artikel-Nr.: 367200000 Größe: Breite: 450 mm, Tiefe: 335 mm Stichmaß: 305 mm Befestigung: Steinschrauben Ablauf: außen senkrecht (ohne Siphon) Farbe: weiß (alpin) Mit Ausgußklapprost, aus Messing verchromt, mit Kunststoff- Beckenrandschoner Einbauort: Reinigung KG gewähltes Fabrikat: GEBERIT gewählter Typ: Quelle oder gleichwertig @60 Textergänzungen des Bieters Hersteller/Typ .................................................... vom Bieter einzutragen",0050011000
